oracle_id,name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,legalities_commander,legalities_standard,legalities_modern,scryfall_id
a97da5a9-17fc-4367-81e1-17ff81601a63,Anticipate,{1}{U},2.0,Instant,Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,U,U,legal,not_legal,legal,2080556a-6c76-4819-9eb2-c4dd4c9dbd67
d06eedb4-bd5a-4864-9505-a570a745d165,Apex of Power,{7}{R}{R}{R},10.0,Sorcery,"Exile the top seven cards of your library. Until end of turn, you may cast spells from among them.
If this spell was cast from your hand, add ten mana of any one color.",R,R,legal,not_legal,legal,dc922e89-c816-476a-82c3-3c6b9fd196a9
3420da71-0af4-46b4-a994-91a82332d0fb,Apothecary Geist,{3}{W},4.0,Creature — Spirit,"Flying
When this creature enters, if you control another Spirit, you gain 3 life.",W,W,legal,not_legal,legal,37e2358c-211e-4d79-8120-88bb9e656cba
cea09261-41a2-43e5-bf43-c4097e6615c6,Appeal to Eirdu,{3}{W},4.0,Instant,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
One or two target creatures each get +2/+1 until end of turn.",W,W,legal,legal,legal,68ce9752-21f9-48e9-bf48-7f76f1cecbc5
93ee2ea1-4f9b-47dd-b7d4-b0ed5a26d719,Applied Biomancy,{G}{U},2.0,Instant,"Choose one or both —
• Target creature gets +1/+1 until end of turn.
• Return target creature to its owner's hand.",GU,GU,legal,not_legal,legal,f91ed618-7b0b-4a70-95ad-d9ed46e28692
3378fef3-4d8c-4d9e-a338-4abb6f70d410,Aqueous Form,{U},1.0,Enchantment — Aura,"Enchant creature
Enchanted creature can't be blocked.
Whenever enchanted creature attacks, scry 1. (Look at the top card of your library. You may put that card on the bottom.)",U,U,legal,not_legal,legal,ba104245-0483-407f-971b-ad6d8efd9733
b9dee727-8ad8-42e0-93c6-5ef91d3f7309,Aquitect's Defenses,{1}{U},2.0,Enchantment — Aura,"Flash
Enchant creature you control
When this Aura enters, enchanted creature gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)
Enchanted creature gets +1/+2.",U,U,legal,legal,legal,9af9a907-fd2e-4ae0-ac7b-529074b79a14
66944a11-40a1-4f3a-9f83-52324e0edfef,"Arahbo, Roar of the World",{3}{G}{W},5.0,Legendary Creature — Cat Avatar,"Eminence — At the beginning of combat on your turn, if Arahbo is in the command zone or on the battlefield, another target Cat you control gets +3/+3 until end of turn.
Whenever another Cat you control attacks, you may pay {1}{G}{W}. If you do, it gains trample and gets +X/+X until end of turn, where X is its power.",GW,GW,legal,not_legal,not_legal,81dc3d00-97cd-4549-b5a4-15a1e08767f5
69bcdb42-c170-4848-b95b-f4621867d084,Arashin Cleric,{1}{W},2.0,Creature — Human Cleric,"When this creature enters, you gain 3 life.",W,W,legal,not_legal,legal,10aeac19-6892-448e-9e5f-302051a089fc
d18a0815-59d3-4667-b52b-9acda741215e,Arboreal Grazer,{G},1.0,Creature — Sloth Beast,"Reach
When this creature enters, you may put a land card from your hand onto the battlefield tapped.",G,G,legal,not_legal,legal,c4a5f86f-44a8-4735-909a-770586d33a15
901ee0e3-1011-40e1-815a-09246112e8dc,Arcane Endeavor,{5}{U}{U},7.0,Sorcery,Roll two d8 and choose one result. Draw cards equal to that result. Then you may cast an instant or sorcery spell with mana value less than or equal to the other result from your hand without paying its mana cost.,U,U,legal,not_legal,not_legal,7886d4e9-003c-4978-a48d-4743fbc38985
7d7cf15c-06b9-4062-a1eb-32614c458a3b,Arcane Sanctum,,0.0,Land,"This land enters tapped.
{T}: Add {W}, {U}, or {B}.",,BUW,legal,not_legal,legal,48d87619-6a6d-42ba-8a69-910d3cc7aede
0bc7f093-bef0-4f1a-852c-4b75ebf54838,Arcane Signet,{2},2.0,Artifact,{T}: Add one mana of any color in your commander's color identity.,,,legal,not_legal,legal,552be01e-cd54-46ba-b38a-96883a48d985
ad6bdd24-5a32-4046-83ee-2fe51bf8bb7a,Archers of Qarsi,{3}{G},4.0,Creature — Snake Archer,"Defender
Reach (This creature can block creatures with flying.)",G,G,legal,not_legal,legal,0fcf0074-162a-4cc0-9726-8672a0261307
898f0824-cf4c-4e34-8407-9a32fdae6dcb,Arctic Foxes,{1}{W},2.0,Creature — Fox,This creature can't be blocked by creatures with power 2 or greater as long as defending player controls a snow land.,W,W,legal,not_legal,not_legal,98f99c3e-dddc-492f-aab6-1d899346a385
d0a1f39b-cda4-4925-83f8-2161f575edfb,Argentum Armor,{6},6.0,Artifact — Equipment,"Equipped creature gets +6/+6.
Whenever equipped creature attacks, destroy target permanent.
Equip {6}",,,legal,not_legal,legal,d2d72bc2-92c4-4525-b89f-25aa236fade8
1a4d16eb-343e-41ca-9363-90dc79da4769,Armament of Nyx,{2}{W},3.0,Enchantment — Aura,"Enchant creature
Enchanted creature has double strike as long as it's an enchantment. Otherwise, prevent all damage that would be dealt by enchanted creature. (A creature with double strike deals both first-strike and regular combat damage.)",W,W,legal,not_legal,legal,4203df15-dd44-496b-889a-d7a8fe320330
3963140c-da67-43e6-9514-fe9dc0a43c4d,Armillary Sphere,{2},2.0,Artifact,"{2}, {T}, Sacrifice this artifact: Search your library for up to two basic land cards, reveal them, put them into your hand, then shuffle.",,,legal,not_legal,legal,57a446d0-7854-4663-b0b1-017207630455
ccfb612a-762d-41a7-bc3d-268c6abf8e85,Arrester's Admonition,{2}{U},3.0,Instant,"Return target creature to its owner's hand.
Addendum — If you cast this spell during your main phase, draw a card.",U,U,legal,not_legal,legal,637c2d6a-e6b8-4dc5-81aa-da1b7384e006
a0ce2f5a-9c0b-4801-9105-72f84d8a4a1f,Arrow Storm,{3}{R}{R},5.0,Sorcery,"Arrow Storm deals 4 damage to any target.
Raid — If you attacked this turn, instead Arrow Storm deals 5 damage to that permanent or player and the damage can't be prevented.",R,R,legal,not_legal,legal,c57534fb-2591-4003-aeec-6452faa4a759
d561dcff-0a19-46ac-9dee-f374c840d532,Arvad the Cursed,{3}{W}{B},5.0,Legendary Creature — Vampire Knight,"Deathtouch, lifelink
Other legendary creatures you control get +2/+2.",BW,BW,legal,not_legal,legal,e811f37a-f381-42e7-9b4a-15b2241eb10d
455f66eb-3e33-4b51-9ec1-32288bdd3a68,Ashen Rider,{4}{W}{W}{B}{B},8.0,Creature — Archon,"Flying
When this creature enters or dies, exile target permanent.",BW,BW,legal,not_legal,legal,dae91853-6487-46db-8f09-8aa4c2e19e5f
ffaa2776-f61d-4eaa-8949-a0407f85214f,Ashiok's Skulker,{4}{U},5.0,Creature — Nightmare,{3}{U}: This creature can't be blocked this turn.,U,U,legal,not_legal,legal,7dd5b0a1-104d-4e0f-82de-65487fbf01ff
4b65276e-7d03-4700-834c-48178fe98353,Aspect of Gorgon,{2}{B},3.0,Enchantment — Aura,"Enchant creature
Enchanted creature gets +1/+3 and has deathtouch. (Any amount of damage it deals to a creature is enough to destroy it.)",B,B,legal,not_legal,legal,be8956d0-5502-415d-bead-d8bbddf9871d
1c2ce0d0-8c3e-48e8-b1fd-54658bdb9af9,Asphyxiate,{1}{B}{B},3.0,Sorcery,Destroy target untapped creature.,B,B,legal,not_legal,legal,894f3f5f-586d-45e4-9af7-4de80e44dfae
ecf574a5-6410-466d-a726-732134f904b2,Assert Perfection,{1}{G},2.0,Sorcery,Target creature you control gets +1/+0 until end of turn. It deals damage equal to its power to up to one target creature an opponent controls.,G,G,legal,legal,legal,6995b308-5582-4ca1-ab10-a536d5ca0a6d
c0b3bbce-977c-42a9-afcb-dabdfc717c97,"Atarka, World Render",{5}{R}{G},7.0,Legendary Creature — Dragon,"Flying, trample
Whenever a Dragon you control attacks, it gains double strike until end of turn.",GR,GR,legal,not_legal,legal,35ad1ce5-6054-4f0c-8fbe-636be576d408
5ec0e58c-99b5-4ebf-8053-f59c30b86ef7,Augmenting Automaton,{1},1.0,Artifact Creature — Construct,{1}{B}: This creature gets +1/+1 until end of turn.,,B,legal,not_legal,legal,7d017798-8278-4f9c-a691-912935c10c20
be5d6779-ecc9-44b9-8c4d-97a243059d55,Augur of Bolas,{1}{U},2.0,Creature — Merfolk Wizard,"When this creature enters, look at the top three cards of your library. You may reveal an instant or sorcery card from among them and put it into your hand. Put the rest on the bottom of your library in any order.",U,U,legal,not_legal,legal,d19fbfe6-69bb-452a-be3c-b9c625e23193
406e6db7-6e31-44b9-a793-57ee10688f71,Auntie's Sentence,{1}{B},2.0,Sorcery,"Choose one —
• Target opponent reveals their hand. You choose a nonland permanent card from it. That player discards that card.
• Target creature gets -2/-2 until end of turn.",B,B,legal,legal,legal,e64bfe16-7362-4982-9136-1f4e0d335441
2e1e0385-1537-4cb6-9d24-e4593d9a8f4a,"Aurelia, Exemplar of Justice",{2}{R}{W},4.0,Legendary Creature — Angel,"Flying
Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
At the beginning of combat on your turn, choose up to one target creature you control. Until end of turn, that creature gets +2/+0, gains trample if it's red, and gains vigilance if it's white.",RW,RW,legal,not_legal,legal,a8e9f4d2-bba5-4061-8ae7-a68b912f2c11
ba7aad10-6897-4e85-a976-1bf9282de5de,Aven Eternal,{2}{U},3.0,Creature — Zombie Bird Warrior,"Flying
When this creature enters, amass Zombies 1. (Put a +1/+1 counter on an Army you control. It's also a Zombie. If you don't control an Army, create a 0/0 black Zombie Army creature token first.)",U,U,legal,not_legal,legal,fe479484-a827-4d3c-8e35-e905e4f6664a
d9517c5d-66d0-4178-96fb-a8c04f311ad8,Aven Mindcensor,{2}{W},3.0,Creature — Bird Wizard,"Flash
Flying
If an opponent would search a library, that player searches the top four cards of that library instead.",W,W,legal,not_legal,legal,403a50cc-fa16-42a4-b9f2-d8327e5d1bb6
57831c07-6915-4579-b3e1-de93a3664444,Aven Surveyor,{3}{U}{U},5.0,Creature — Bird Scout,"Flying
When this creature enters, choose one —
• Put a +1/+1 counter on this creature.
• Return target creature to its owner's hand.",U,U,legal,not_legal,legal,dbb2185d-46c6-44c1-a67c-9b6af872e8eb
ad11ff81-acaa-4529-ba15-718dadbea259,Aviation Pioneer,{2}{U},3.0,Creature — Human Artificer,"When this creature enters, create a 1/1 colorless Thopter artifact creature token with flying.",U,U,legal,not_legal,legal,e6966738-b4fc-4854-81b0-09de305854f2
8f1d5c8d-98e1-47b7-8347-38887253e34a,Axebane Beast,{3}{G},4.0,Creature — Beast,,G,G,legal,not_legal,legal,2f420b35-1f73-41c8-a15f-1aee4af0999c
189fc8f4-17ac-4f1d-82c8-8401445bdaf4,Azorius Chancery,,0.0,Land,"This land enters tapped.
When this land enters, return a land you control to its owner's hand.
{T}: Add {W}{U}.",,UW,legal,not_legal,legal,cdcce65a-5645-4444-9f49-0270fab0e440
ad1712d8-809f-410c-8b91-ffe6fb8a69a1,Azorius Guildgate,,0.0,Land — Gate,"This land enters tapped.
{T}: Add {W} or {U}.",,UW,legal,legal,legal,65bbe27d-c92a-4c65-a997-b21536d7667e
4443345d-a292-4394-97dd-0e6f4d9aedf7,Bag of Devouring,{B},1.0,Artifact,"Whenever you sacrifice another nontoken artifact or creature, exile it.
{2}, {T}, Sacrifice another artifact or creature: Draw a card.
{3}, {T}, Sacrifice this artifact: Roll a d10. Return up to X cards from among cards exiled with this artifact to their owners' hands, where X is the result.",B,B,legal,not_legal,not_legal,d183e52b-432d-4b4d-803c-33f7a5f178f1
63c04040-e109-494e-baa6-c639a6c9a996,Bag of Holding,{1},1.0,Artifact,"Whenever you discard a card, exile that card from your graveyard.
{2}, {T}: Draw a card, then discard a card.
{4}, {T}, Sacrifice this artifact: Return all cards exiled with this artifact to their owner's hand.",,,legal,not_legal,legal,49283832-54f2-4619-b4a9-750493c93292
f14ce7d7-6cfa-4f88-a381-d6e912c18b5d,Bag of Tricks,{1}{G},2.0,Artifact,"{4}{G}, {T}: Roll a d8. Reveal cards from the top of your library until you reveal a creature card with mana value equal to the result. Put that card onto the battlefield and the rest on the bottom of your library in a random order.",G,G,legal,not_legal,not_legal,f0b22a3e-90b0-4dde-8a63-789bab92ba01
753b4258-bc1d-47f4-b994-356507b0816a,Bala Ged Scorpion,{3}{B},4.0,Creature — Scorpion,"When this creature enters, you may destroy target creature with power 1 or less.",B,B,legal,not_legal,legal,4acb66bd-6abd-46dd-a272-09bea66e2917
d12cfd46-73c2-4206-9a10-0d2e7d6ac87e,"Balan, Wandering Knight",{2}{W}{W},4.0,Legendary Creature — Cat Knight,"First strike
Balan has double strike as long as two or more Equipment are attached to it.
{1}{W}: Attach all Equipment you control to Balan.",W,W,legal,not_legal,not_legal,5d0b279c-9a6d-4a56-878e-0ebf3f609f65
1cfa9f7d-ef1f-4907-aeb1-15c0df33fccc,Baleful Ammit,{2}{B},3.0,Creature — Crocodile Demon,"Lifelink
When this creature enters, put a -1/-1 counter on target creature you control.",B,B,legal,not_legal,legal,fb662d58-ae50-423d-b1c5-abd45baca12b
37688720-03de-4eca-a82d-a0afe8d58adc,Baleful Strix,{U}{B},2.0,Artifact Creature — Bird,"Flying, deathtouch
When this creature enters, draw a card.",BU,BU,legal,not_legal,not_legal,3e417331-84ec-4513-8022-e93ffc260a38
a8631e87-bfc3-463b-bdd1-974ea1d79ae4,Band Together,{2}{G},3.0,Instant,Up to two target creatures you control each deal damage equal to their power to another target creature.,G,G,legal,not_legal,legal,4d1d8aa1-d742-477c-819a-0113912d5011
38839894-1706-4e11-8310-5ea8dd8866d9,Bane of Bala Ged,{7},7.0,Creature — Eldrazi,"Whenever this creature attacks, defending player exiles two permanents they control.",,,legal,not_legal,legal,3741e62a-4b86-46ff-a7df-a8ceaf3b9a0c
63d846e2-4bef-4911-9508-273c75a4a040,Banehound,{B},1.0,Creature — Nightmare Dog,"Lifelink, haste",B,B,legal,not_legal,legal,b9e03567-c95a-40b8-a75a-971076093f57
